trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
167,0,167,0,320.6623738999997,,320.60099279999986,10,320.6623738999997,320.6623738999997,0.03341920000002574,321.69514449999997,324.11737089999997,[0.17317708333333334],[-0.2421875],[1],[0],[0],[3.4831632999998874],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
168,0,168,0,324.1783601999996,,324.1247277999996,5,324.1783601999996,324.1783601999996,0.03414780000002793,325.2116560999998,326.18087149999974,[-0.29296875],[0.2526041666666667],[1],[0],[0],[2.0228139000000738],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
169,0,169,0,326.3127282999999,,326.1902962999998,10,326.3127282999999,326.3127282999999,0.07840090000036071,327.3616728999996,328.0305447999999,[0.3450520833333333],[0.041666666666666664],[1],[0],[0],[1.7631710000000567],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
170,0,170,0,328.1122651999999,,328.0365281999998,10,328.1122651999999,328.1122651999999,0.04782320000003892,329.14488389999997,330.3805705,[-0.39453125],[0.2643229166666667],[1],[0],[0],[2.296660299999985],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
171,0,171,0,330.4449932999996,,330.3872745999997,5,330.4449932999996,330.4449932999996,0.03211600000031467,331.4448622,331.8136370999996,[0.14453125],[-0.01953125],[1],[0],[0],[1.3951609999999164],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
172,0,172,0,331.86134619999984,,331.8198385999999,5,331.86134619999984,331.86134619999984,0.024938400000337424,332.8949591999999,340.1178528999999,[-0.005208333333333333],[-0.057291666666666664],[1],[0],[0],[8.272714199999882],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
173,0,173,0,340.2456823999996,,340.1278207999999,10,340.2456823999996,340.2456823999996,0.07861039999988861,,340.5465396999998,[-0.005208333333333333],[-0.057291666666666664],[1],[0],[0],[0.3416011000003891],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
174,0,174,0,340.62805009999965,,340.55539839999983,5,340.62805009999965,340.62805009999965,0.03711100000009537,341.6445474999996,343.0808608999996,[-0.2994791666666667],[0.4466145833333333],[1],[0],[0],[2.489589799999976],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
175,0,175,0,343.14515429999983,,343.0897640999997,5,343.14515429999983,343.14515429999983,0.029704099999889877,344.1779660999996,344.3136847999999,[-0.22005208333333334],[0.2578125],[1],[0],[0],[1.1956900999998652],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
176,0,176,0,344.3946324999997,,344.3224353999999,5,344.3946324999997,344.3946324999997,0.036929500000042026,345.4110406,345.54661199999964,[-0.4244791666666667],[0.3229166666666667],[1],[0],[0],[1.1886168999999427],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
177,0,177,0,345.6117704999997,,345.55438879999974,5,345.6117704999997,345.6117704999997,0.03180709999969622,346.6278376999999,347.7972756999998,[0.2734375],[-0.036458333333333336],[1],[0],[0],[2.211772699999983],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
178,0,178,0,347.9119556999999,,347.8053534999999,10,347.9119556999999,347.9119556999999,0.06586460000016814,349.0285905999999,348.9128344999999,[0.26171875],[0.045572916666666664],[1],[0],[0],[1.0430231000000276],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
179,0,179,0,349.0285905999999,,348.92079839999997,10,349.0285905999999,349.0285905999999,0.06410419999974692,350.0443762,351.0964515999999,[0.4713541666666667],[0.2734375],[1],[0],[0],[2.1126131000000896],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
180,0,180,0,351.1617246999999,,351.10491139999976,5,351.1617246999999,351.1617246999999,0.03315599999996266,352.19437739999967,352.3633612999997,[0.12369791666666667],[0.14192708333333334],[1],[0],[0],[1.226524800000334],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
181,0,181,0,352.4951764999996,,352.3744407999998,10,352.4951764999996,352.4951764999996,0.07815610000034212,353.51106849999996,355.1459697999999,[0.2265625],[-0.4270833333333333],[1],[0],[0],[2.694966900000054],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
182,0,182,0,355.2110402999997,,355.1528771999997,5,355.2110402999997,355.2110402999997,0.035573999999996886,356.2107563999998,356.29648949999955,[0.14192708333333334],[0.12369791666666667],[1],[0],[0],[1.1092346000000362],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
183,0,183,0,356.3615325999999,,356.30533069999956,5,356.3615325999999,356.3615325999999,0.03157469999996465,357.39414639999995,357.7298802999999,[-0.4270833333333333],[-0.3307291666666667],[1],[0],[0],[1.3943242999998802],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
184,0,184,0,357.79405559999987,,357.7386615999999,5,357.79405559999987,357.79405559999987,0.03314430000000357,358.8106660999997,359.16231709999965,[0.07552083333333333],[-0.296875],[1],[0],[0],[1.3918401000000813],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
185,0,185,0,359.2446431999997,,359.1681688999997,10,359.2446431999997,359.2446431999997,0.047888200000215875,360.26090099999965,360.3963080999997,[-0.15234375],[0.22916666666666666],[1],[0],[0],[1.1806797999997798],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
186,0,186,0,360.5115576999997,,360.40528319999976,10,360.5115576999997,360.5115576999997,0.06874890000017331,361.54402359999995,361.8463112999998,[-0.4752604166666667],[-0.08333333333333333],[1],[0],[0],[1.373613700000078],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
187,0,187,0,361.9274954999996,,361.85567439999977,5,361.9274954999996,361.9274954999996,0.03883719999976165,362.96083799999997,363.46280179999985,[0.3697916666666667],[-0.27734375],[1],[0],[0],[1.5697580999999445],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
188,0,188,0,363.54456029999983,,363.4719750999998,5,363.54456029999983,363.54456029999983,0.039449100000183535,364.57728989999987,364.8634474999999,[-0.3515625],[0.15104166666666666],[1],[0],[0],[1.3534790999997313],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
189,0,189,0,364.97810489999983,,364.8729364999999,10,364.97810489999983,364.97810489999983,0.07411169999977574,365.99414869999964,367.478709,[0.08854166666666667],[0.3697916666666667],[1],[0],[0],[2.5336200000001554],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
190,0,190,0,367.57774819999986,,367.48548759999994,10,367.57774819999986,367.57774819999986,0.05747589999964475,368.61046039999974,369.67870949999997,[0.08333333333333333],[-0.421875],[1],[0],[0],[2.136917799999992],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
191,0,191,0,369.7269332999999,,369.6841095,5,369.7269332999999,369.7269332999999,0.023279099999854225,370.7269293999998,370.82892049999964,[-0.2630208333333333],[-0.10677083333333333],[1],[0],[0],[1.1222373000000516],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
192,0,192,0,370.87687589999996,,370.83425199999965,5,370.87687589999996,370.87687589999996,0.02288330000010319,371.8768527999996,372.14799649999986,[-0.010416666666666666],[0.21744791666666666],[1],[0],[0],[1.2913562000003367],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
193,0,193,0,372.27776399999993,,372.1574384999999,10,372.27776399999993,372.27776399999993,0.07204019999971933,373.3101939999997,373.4788900999997,[-0.32421875],[0.35546875],[1],[0],[0],[1.2511592999999266],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
194,0,194,0,373.56018509999967,,373.4843944999998,10,373.56018509999967,373.56018509999967,0.044814299999870855,374.5937743999998,374.69498969999995,[0.18229166666666666],[0.17838541666666666],[1],[0],[0],[1.166473500000393],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
195,0,195,0,374.74370629999976,,374.7005842999997,5,374.74370629999976,374.74370629999976,0.024167600000055245,375.74346019999984,375.8959968999998,[-0.21223958333333334],[0.2552083333333333],[1],[0],[0],[1.172065599999769],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
196,0,196,0,375.9774643999999,,375.9014229999998,10,375.9774643999999,375.9774643999999,0.04442830000016329,377.0101047999997,377.41135559999975,[0.3815104166666667],[0.0078125],[1],[0],[0],[1.4662045999998554],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
197,0,197,0,377.4767145999999,,377.41667709999956,10,377.4767145999999,377.4767145999999,0.03485270000010132,378.51006099999995,379.0454689999997,[-0.16796875],[0.25],[1],[0],[0],[1.594624500000009],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
198,0,198,0,379.12734239999963,,379.0510119999999,10,379.12734239999963,379.12734239999963,0.045787900000050286,380.16012249999994,380.9282151999996,[0.2109375],[-0.03515625],[1],[0],[0],[1.832153500000004],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
199,0,199,0,380.97657579999986,,380.93362149999984,5,380.97657579999986,380.97657579999986,0.02288280000038867,381.9765582,382.2793429999997,[-0.10286458333333333],[-0.22395833333333334],[1],[0],[0],[1.3234797000000071],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
